Workpackage,treatment,time,Category,Subcategory,Domain,Final_Taxonomy,tpm
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Choreotrichida,349.5954696151662
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Tintinnida,24.166244550282464
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Dinoflagellata,13.106277950253007
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gonyaulacales,194.58892975898658
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Alexandrium,81.30743451531531
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gymnodiniales,22.194495446115756
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Peridiniales,59.406222285049594
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Suessiales,22.986071308472713
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Symbiodinium,12.848751468053225
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Syndiniales,1.3816570805475545
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Stramenopiles,67.70410483043477
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Ochrophyta,53.14964805385252
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Bacillariophyta,125.6088493612348
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Thalassiosira,6.183323090051444
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chaetoceros,105.91447974881002
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Skeletonema,2.677422864169083
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Pseudo-nitzschia,2.350813985110644
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Glaucophyta,6.759437390749427
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chlorophyta,42.41732495766738
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Amoebozoa,91.13704740831479
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Hacrobia,83.94010005608932
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Rhizaria,144.56884778904336
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Other eukaryotes,56.11756073347161
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Alphaproteobacteria,2.7690450346078825
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Rhodobacterales,5.8544235500041975
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Puniceispirillales,1.0383292697000228
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Gammaproteobacteria,4.647723811193065
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Burkholderiales,0.5175475044344399
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Enterobacterales,19.47989484549112
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Pseudomonadales,40.000852275289944
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Bacteroidota,19.18870592163801
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Flavobacteriales,12.074195439487442
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Firmicutes,0.5092113792448497
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Cyanobacteria,0.5189141617382794
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Actinobacteriota,3.113120205572765
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Planctomycetota,0.5168641757825201
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Archaea,4.818827594911854
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Other prokaryotes,119.99074891107637
