Workpackage,treatment,time,Category,Subcategory,Domain,Final_Taxonomy,tpm
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Amoebozoa,4.285744761004703
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Hacrobia,19.915107034130806
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Rhizaria,12.928371837324852
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Other eukaryotes,6.495223861447773
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Alphaproteobacteria,2.4086071852470137
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhodobacterales,25.39817814568738
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Puniceispirillales,0.7216364405234461
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhizobiales,0.8262077921873141
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Gammaproteobacteria,1.5266858563428825
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Enterobacterales,22.00772734433278
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Pseudomonadales,81.16233930414074
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,SAR86,2.0294870939077154
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Bacteroidota,3.883992274126583
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Flavobacteriales,12.099104378803554
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Cyanobacteria,0.2578624428834367
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Actinobacteriota,0.33739414894471353
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Archaea,25.033044702587702
WP2,R+P,0h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Other prokaryotes,6.676172175542189
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Dinoflagellata,0.314345347386146
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Peridiniales,0.10183654819367942
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Suessiales,0.10183654819367942
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Stramenopiles,0.10625439959623328
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Ochrophyta,0.15496374799179607
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Bacillariophyta,13.98717587968945
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Chaetoceros,6.477665438805028
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Glaucophyta,0.9474538935609919
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Chlorophyta,0.943036042158438
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Amoebozoa,0.21250879919246657
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Hacrobia,0.10625439959623328
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Rhizaria,0.1505458965892422
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Eukaryotes,Other eukaryotes,1.0316190361444557
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Alphaproteobacteria,11.210208707484897
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhodobacterales,106.654728073251
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Puniceispirillales,46.62059802612716
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhizobiales,0.38776884532048084
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Gammaproteobacteria,4.347825582088973
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Burkholderiales,1.0032382876823729
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Enterobacterales,33.63354221074998
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Pseudomonadales,97.88366142065338
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,SAR86,9.506334825509017
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Bacteroidota,0.4252986585631773
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Flavobacteriales,41.1809580345142
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Archaea,0.2578624428834367
WP2,R+P,0h,Phosphorus metabolism,P starvation response,Prokaryotes,Other prokaryotes,4.585101004199112
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Dinoflagellata,2.5769516476273324
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gonyaulacales,4.011386042176482
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Alexandrium,14.115067604428573
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gymnodiniales,1.1865827841362517
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Peridiniales,2.6964596014312274
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Suessiales,2.231342391520899
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Stramenopiles,28.518538362665318
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Ochrophyta,5.423731179712862
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Bacillariophyta,5.800152412669703
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chaetoceros,0.10625439959623328
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chlorophyta,1.8329448845187593
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Amoebozoa,0.45605554117028047
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Hacrobia,0.9564025793335698
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Rhizaria,0.6641464889601931
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Other eukaryotes,4.228312692771502
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Alphaproteobacteria,0.9385018267448183
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhodobacterales,77.83134698086376
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Puniceispirillales,0.3704518826115262
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhizobiales,0.5118241617855702
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Gammaproteobacteria,0.7600529423192037
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Burkholderiales,0.7434254828082847
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Enterobacterales,0.5041802439609036
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Pseudomonadales,5.453034738781011
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,SAR86,0.2578624428834367
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Bacteroidota,0.24822878053363356
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Flavobacteriales,2.4214520683800846
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Firmicutes,2.3091580338225803
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Archaea,2.6593183008313948
WP2,R+P,0h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Other prokaryotes,4.171937797783076
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Spirotrichea,4.170767641570832
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Choreotrichida,111.37124230441303
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Tintinnida,12.582988547153356
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Dinoflagellata,5.029638541145806
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gonyaulacales,51.52306780711971
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Alexandrium,35.008327526003306
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Gymnodiniales,11.387457077244527
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Peridiniales,17.962654195808152
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Suessiales,32.7500260941972
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Symbiodinium,8.21307864356519
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Syndiniales,1.0891640873451263
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Stramenopiles,98.52828993798504
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Ochrophyta,756.8376234767895
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Bacillariophyta,691.4818340277463
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Thalassiosira,120.01760933433091
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chaetoceros,434.2361027000428
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Skeletonema,23.501362494954883
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Pseudo-nitzschia,57.66928140776572
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Glaucophyta,0.36747254718426264
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Chlorophyta,73.368199473658
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Amoebozoa,10.68366290862882
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Hacrobia,98.0789119075667
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Rhizaria,58.95181411011599
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Other eukaryotes,137.95228764314663
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Alphaproteobacteria,2.0789357191959366
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Rhodobacterales,14.809683591522473
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Puniceispirillales,0.6645438974105583
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Rhizobiales,0.42269817590897524
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Gammaproteobacteria,60.182949348063104
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Burkholderiales,0.42269817590897524
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Enterobacterales,35.5428546563512
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Pseudomonadales,48.96667337093296
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,SAR86,0.509302444200338
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Bacteroidota,153.90543567177133
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Flavobacteriales,16.45961731388766
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Firmicutes,2.8556161210260598
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Cyanobacteria,0.5196256097481765
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Actinobacteriota,2.4964329297965078
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Planctomycetota,0.8428746342327181
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Archaea,25.679977523207832
WP2,R+P,0h,Phosphorus metabolism,Pi mobilization,Prokaryotes,Other prokaryotes,394.5466499302432
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Dinoflagellata,0.7576443144387672
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gonyaulacales,6.198442898448428
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Gymnodiniales,1.6235059427272245
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Peridiniales,4.922815616060321
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Stramenopiles,0.21763827192066043
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Ochrophyta,0.6158334915416986
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Bacillariophyta,0.8877264888503749
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Thalassiosira,0.1514243198663105
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Chlorophyta,1.0907676674812676
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Hacrobia,0.8550444870979352
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Eukaryotes,Other eukaryotes,4.728184290177391
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Alphaproteobacteria,26.5635217787579
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhodobacterales,91.6071477061155
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Puniceispirillales,10.686188188240624
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Rhizobiales,1.7256139005494127
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Gammaproteobacteria,1.0378283234765588
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Burkholderiales,0.5092113792448497
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Enterobacterales,22.120017668551625
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Pseudomonadales,226.5643203108861
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,SAR86,2.419867999284553
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Bacteroidota,0.5217155670292348
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Flavobacteriales,1.277879839358839
WP2,R+P,72h,Phosphorus metabolism,High affinity transporters,Prokaryotes,Other prokaryotes,0.8602560180954829
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Spirotrichea,0.677890844852759
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Choreotrichida,0.144387130775034
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Tintinnida,0.7611321296116714
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Dinoflagellata,5.126548529233834
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gonyaulacales,10.271463298428127
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Gymnodiniales,11.67287008802138
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Peridiniales,22.903876794043356
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Suessiales,3.0943839213668585
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Stramenopiles,33.67098840921079
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Ochrophyta,5.278034407845613
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Bacillariophyta,79.01845298773436
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Thalassiosira,10.527981618071587
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chaetoceros,23.055788732500964
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Skeletonema,9.513722328727978
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Pseudo-nitzschia,0.8801665846518837
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Chlorophyta,46.21313072514707
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Amoebozoa,21.560284909185047
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Hacrobia,10.367235938162377
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Rhizaria,4.371311503237627
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Eukaryotes,Other eukaryotes,1.7366452941519723
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Alphaproteobacteria,0.78397405318933
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhodobacterales,21.179498478024833
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Puniceispirillales,4.329157962020417
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Rhizobiales,0.5168641757825201
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Gammaproteobacteria,16.404355293954787
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Burkholderiales,1.033227405341576
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Enterobacterales,5.01831019639711
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Pseudomonadales,162.8675309003332
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,SAR86,7.049416721428045
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Flavobacteriales,2.4137642424791776
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Cyanobacteria,1.573550916960571
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Planctomycetota,1.2048321352838296
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Archaea,1.0184227584896994
WP2,R+P,72h,Phosphorus metabolism,Low affinity transporters,Prokaryotes,Other prokaryotes,24.181370614876332
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Spirotrichea,7.6169615304639455
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Dinoflagellata,101.42245333314816
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gonyaulacales,22.544065369267454
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Alexandrium,0.2958114506413445
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Gymnodiniales,45.45816154498984
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Peridiniales,7.915957853923298
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Suessiales,2.941879074770204
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Stramenopiles,6.798245074298205
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Ochrophyta,29.51107718403511
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Bacillariophyta,39.28984863150325
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Thalassiosira,9.67951316370318
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chaetoceros,0.1514243198663105
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Skeletonema,0.288774261550068
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Glaucophyta,0.609707809745361
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Chlorophyta,2.680680101161114
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Amoebozoa,10.789215688196592
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Hacrobia,28.454045582807073
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Rhizaria,16.863651340712835
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Eukaryotes,Other eukaryotes,25.601644446539375
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Alphaproteobacteria,1.3917424583014237
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhodobacterales,6.703610128302412
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Puniceispirillales,0.7791226619426153
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Rhizobiales,1.2061987925876692
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Gammaproteobacteria,2.0980678892807614
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Enterobacterales,3.105785972830103
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Pseudomonadales,38.58883854092128
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,SAR86,0.7735198513607042
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Bacteroidota,3.960940126567139
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Flavobacteriales,6.559246142313143
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Archaea,1.8990862340189698
WP2,R+P,72h,Phosphorus metabolism,Organic P hydrolysis,Prokaryotes,Other prokaryotes,9.334895879949865
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Spirotrichea,2.7506740053147096
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Dinoflagellata,1.784543759562777
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Gymnodiniales,0.4113580905086525
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Suessiales,0.20567904525432626
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Ochrophyta,0.577548523100136
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Bacillariophyta,71.47965978461866
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Chaetoceros,18.562528427474348
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Hacrobia,0.144387130775034
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Rhizaria,1.201392269773518
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Eukaryotes,Other eukaryotes,2.58676774367485
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Alphaproteobacteria,6.8954861343119
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhodobacterales,24.33019933763403
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Puniceispirillales,50.822431196740226
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Rhizobiales,0.5140627704915646
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Burkholderiales,0.6872846308493897
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Enterobacterales,9.336126355887151
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Pseudomonadales,130.22185138840356
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,SAR86,7.748772684521632
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Bacteroidota,0.6872846308493897
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Flavobacteriales,13.303170239259666
WP2,R+P,72h,Phosphorus metabolism,P starvation response,Prokaryotes,Other prokaryotes,8.272788710618359
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Dinoflagellata,5.569604750025965
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gonyaulacales,4.134676815559356
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Alexandrium,7.636480661328771
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Gymnodiniales,4.374860877155999
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Peridiniales,8.44886514860466
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Suessiales,1.8547682418972458
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Stramenopiles,6.878313631782789
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Ochrophyta,6.118543360399248
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Bacillariophyta,7.852392573920937
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chaetoceros,0.6170371357629788
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Chlorophyta,0.7517492108233028
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Amoebozoa,1.2710940370007722
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Hacrobia,1.1750665279982895
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Rhizaria,15.357284474261922
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Eukaryotes,Other eukaryotes,8.130119116099609
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Alphaproteobacteria,2.3144095962148343
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhodobacterales,19.826338566206772
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Puniceispirillales,0.5245169723201903
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Rhizobiales,0.5245169723201903
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Gammaproteobacteria,0.5092113792448497
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Enterobacterales,1.0406297287675144
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Pseudomonadales,1.0369626123961833
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Bacteroidota,0.5189141617382794
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Flavobacteriales,2.0701900177377595
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Firmicutes,1.0378283234765588
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Archaea,1.0378283234765588
WP2,R+P,72h,Phosphorus metabolism,Phosphonate metabolism,Prokaryotes,Other prokaryotes,2.409664270567659
WP2,R+P,72h,Phosphorus metabolism,Pi mobilization,Eukaryotes,Spirotrichea,20.405710578091988
